0;Compétence vide;Keine Fertigkeit;Représente une case vide de la barre de compétence.;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;Sceau de guérison;Siegel der Heilung;Vous gagnez 82..172 points de vie. Votre bonus d'armure est réduit de -40 quand vous utilisez cette compétence.;0;21;21;1;0;0;2;4;0;0;0;0;0;0;0;
2;Sceau de résurrection;Siegel der Wiederbelebung;Ressuscite un membre du groupe. Celui-ci revient à la vie avec 100% de vie et 25% d'énergie. Ce sceau ne se recharge que lorsque vous obtenez une augmentation de moral.;0;-1;21;0;0;0;3;0;0;0;0;0;0;0;0;
3;Sceau de capture;Siegel der Erbeutung;Choisissez une compétence d'un boss de votre profession mort à proximité. Le Sceau de Capture sera remplacé par cette compétence de façon permanente. Si c'était une compétence élite, vous obtenez 250 points d'XP pour chaque niveau gagné.;0;-1;21;0;0;0;2;2;0;0;0;1;0;0;0;
5;Blocage de pouvoir;Kraftblock;Si l'ennemi visé est en train de lancer un sort ou un chant, cette compétence est interrompue. Cette compétence et toutes les autres compétences de la même caractéristique sont également inutilisables pendant 1..16 secondes.;1;2;22;5;0;15;.25;20;0;0;1;0;0;0;0;
6;Mantra de la terre;Mantra der Erde;Pendant 30..90 secondes, à chaque fois que vous subissez des dégâts de la terre, ceux-ci sont réduits de 26..50% et vous gagnez 2 points d'énergie.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
7;Mantra de flamme;Mantra des Feuers;Pendant 30..90 secondes, à chaque fois que vous subissez des dégâts du feu, ceux-ci sont réduits de 26..50% et vous gagnez 2 points d'énergie.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
8;Mantra de givre;Mantra des Frosts;Pendant 30..90 secondes, à chaque fois que vous subissez des dégâts du froid, ceux-ci sont réduits de 26..50% et vous gagnez 2 points d'énergie.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
9;Mantra de foudre;Mantra des Blitzes;Pendant 30..90 secondes, à chaque fois que vous subissez des dégâts de la foudre, ceux-ci sont réduits de 26..50% et vous gagnez 2 points d'énergie.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
10;Leveur de maléfice;Gebrochene Verhexung;Pendant 5..80 secondes, le prochain maléfice qui vous sera lancé n'aura pas d'effet. Son lanceur subira 10..46 points de dégâts.;0;2;29;5;0;5;0;15;0;0;0;0;0;0;0;
11;Distorsion;Verzerrung;Pendant 1..5 seconde(s), vous avez 75% de chances de bloquer les attaques. Quand vous bloquez une attaque de cette manière, soit vous perdez 2 points d'énergie, soit la Distorsion prend fin.;1;1;29;5;0;5;0;8;0;0;0;0;0;0;0;
13;Mantra de récupération;Mantra der Erholung;Pendant 5..20 secondes, les sorts que vous lancez se rechargent 33% plus vite.;0;0;29;5;0;5;0;15;0;0;1;0;0;0;0;
